ts,asset_id,principal_type,mfa,device_compliant,network_trusted,geo_anomaly,action
2026-01-02T08:49:00,a063,workload,True,True,True,False,write
2026-01-05T14:16:00,a051,workload,False,True,False,False,list
2026-01-19T07:11:00,a054,human,True,True,False,False,read
2026-01-03T17:43:00,a050,workload,False,False,True,False,delete_attempt
2026-01-11T16:06:00,a038,service,True,True,True,False,list
2026-01-07T18:22:00,a072,workload,False,False,True,False,list
2026-01-01T16:56:00,a046,service,True,True,True,True,delete_attempt
2026-01-14T22:40:00,a052,workload,True,True,True,False,admin
2026-01-19T06:59:00,a004,human,True,True,True,False,read
2026-01-14T18:38:00,a019,human,True,True,True,False,delete_attempt
2026-01-01T01:54:00,a050,human,True,False,False,False,delete_attempt
2026-01-07T00:12:00,a042,workload,True,True,False,False,admin
2026-01-05T08:57:00,a020,human,True,True,True,False,list
2026-01-07T12:02:00,a053,workload,True,True,True,False,list
2026-01-12T16:34:00,a022,service,True,True,True,False,list
2026-01-20T07:38:00,a014,workload,True,True,True,False,admin
2026-01-02T05:11:00,a061,workload,True,True,False,False,list
2026-01-17T06:52:00,a047,service,True,True,False,False,write
2026-01-10T13:42:00,a072,service,True,True,False,False,write
2026-01-09T13:51:00,a025,service,True,True,True,True,delete_attempt
2026-01-07T02:22:00,a017,service,True,True,True,False,write
2026-01-04T13:54:00,a006,service,False,False,True,False,delete_attempt
2026-01-10T04:57:00,a015,workload,False,False,False,False,read
2026-01-10T23:38:00,a039,service,True,True,True,False,delete_attempt
2026-01-16T08:37:00,a049,service,True,True,False,False,read
2026-01-06T17:16:00,a071,workload,True,True,False,False,delete_attempt
2026-01-07T05:31:00,a018,service,True,True,True,False,delete_attempt
2026-01-13T17:15:00,a033,human,True,True,False,False,read
2026-01-08T15:39:00,a023,workload,True,False,False,False,read
2026-01-08T23:54:00,a053,service,True,True,True,False,delete_attempt
2026-01-07T07:20:00,a032,human,False,False,False,False,read
2026-01-20T12:11:00,a022,human,False,True,True,False,read
2026-01-08T01:18:00,a071,human,True,True,True,False,read
2026-01-07T00:41:00,a067,human,False,True,True,False,read
2026-01-10T03:41:00,a061,service,True,False,True,True,write
2026-01-08T08:44:00,a029,workload,True,True,True,False,admin
2026-01-08T02:28:00,a045,workload,True,True,True,False,write
2026-01-05T19:25:00,a023,human,True,True,True,False,read
2026-01-04T06:03:00,a019,workload,True,True,True,False,admin
2026-01-08T07:34:00,a012,service,False,True,True,False,read
2026-01-03T11:10:00,a075,service,False,True,False,False,admin
2026-01-19T11:46:00,a022,workload,True,True,False,False,list
2026-01-01T05:30:00,a067,human,True,True,False,True,delete_attempt
2026-01-08T20:11:00,a078,workload,False,True,True,False,read
2026-01-20T01:22:00,a015,service,True,True,True,False,admin
2026-01-06T05:37:00,a064,workload,True,True,True,True,admin
2026-01-07T11:11:00,a057,service,True,True,True,False,list
2026-01-17T19:02:00,a032,service,True,True,False,False,write
2026-01-03T12:38:00,a062,human,True,False,False,False,read
2026-01-12T15:24:00,a013,workload,False,True,False,False,list
2026-01-19T08:49:00,a066,workload,True,True,False,False,list
2026-01-02T16:10:00,a030,human,True,False,True,False,admin
2026-01-18T12:57:00,a007,service,False,True,False,False,write
2026-01-08T14:16:00,a012,human,False,False,True,False,admin
2026-01-14T23:31:00,a023,workload,True,True,True,False,read
2026-01-13T02:40:00,a026,service,True,False,False,False,admin
2026-01-01T08:23:00,a048,workload,True,False,False,False,write
2026-01-05T02:40:00,a026,human,True,True,True,False,list
2026-01-14T21:09:00,a044,service,True,True,False,False,list
2026-01-18T12:24:00,a039,workload,True,True,True,False,delete_attempt
2026-01-07T08:30:00,a052,workload,True,True,True,False,admin
2026-01-12T05:00:00,a030,service,True,True,False,False,read
2026-01-06T03:13:00,a058,workload,True,True,True,False,read
2026-01-10T12:53:00,a046,workload,True,True,False,False,read
2026-01-06T13:38:00,a078,human,True,True,False,False,admin
2026-01-08T18:32:00,a035,human,False,False,True,False,read
2026-01-05T18:16:00,a058,human,False,True,True,False,list
2026-01-16T04:48:00,a002,service,True,True,True,False,admin
2026-01-02T09:15:00,a077,human,False,False,True,False,delete_attempt
2026-01-02T07:24:00,a014,human,False,True,False,False,delete_attempt
2026-01-05T18:22:00,a074,workload,True,True,True,False,read
2026-01-04T19:07:00,a000,service,True,False,False,False,admin
2026-01-10T20:33:00,a015,workload,True,True,True,False,read
2026-01-08T23:45:00,a013,workload,True,True,True,False,list
2026-01-13T20:01:00,a064,human,True,True,True,False,list
2026-01-09T00:39:00,a037,human,True,True,True,False,admin
2026-01-13T16:48:00,a021,human,True,False,True,False,write
2026-01-13T20:12:00,a018,service,True,True,False,False,read
2026-01-19T17:04:00,a052,human,True,False,True,False,admin
2026-01-07T16:38:00,a020,service,True,True,True,False,delete_attempt
2026-01-09T20:51:00,a005,workload,True,True,True,False,admin
2026-01-12T03:03:00,a042,human,True,False,False,False,delete_attempt
2026-01-09T23:25:00,a012,service,True,True,True,False,admin
2026-01-09T18:04:00,a061,workload,True,True,True,False,delete_attempt
2026-01-04T17:09:00,a007,service,True,True,False,False,list
2026-01-08T03:42:00,a004,workload,True,True,False,False,read
2026-01-10T06:03:00,a047,service,False,True,True,False,list
2026-01-16T18:54:00,a076,workload,False,True,False,True,write
2026-01-03T16:23:00,a063,service,False,True,False,False,delete_attempt
2026-01-19T09:06:00,a034,workload,True,True,True,False,read
2026-01-10T00:38:00,a010,human,False,True,True,False,list
2026-01-02T06:59:00,a036,workload,True,True,True,False,read
2026-01-16T12:55:00,a078,human,True,True,False,False,read
2026-01-18T18:44:00,a022,human,True,True,True,False,admin
2026-01-11T03:01:00,a015,workload,False,True,False,False,list
2026-01-17T04:49:00,a070,human,True,True,True,False,read
2026-01-03T04:58:00,a027,workload,True,True,False,False,list
2026-01-10T06:36:00,a060,human,False,False,True,False,admin
2026-01-10T22:31:00,a063,service,False,True,True,False,write
2026-01-08T08:59:00,a074,human,True,False,True,False,delete_attempt
2026-01-11T07:17:00,a049,service,True,True,False,False,admin
2026-01-03T01:22:00,a041,service,True,True,True,False,read
2026-01-02T11:02:00,a032,workload,True,True,True,False,delete_attempt
2026-01-10T09:58:00,a023,service,True,True,True,False,read
2026-01-12T09:24:00,a039,human,True,True,True,False,list
2026-01-04T10:46:00,a062,workload,False,True,False,False,write
2026-01-05T12:49:00,a027,service,True,True,True,False,write
2026-01-16T16:26:00,a047,workload,True,False,False,False,list
2026-01-06T16:05:00,a014,workload,True,True,True,False,list
2026-01-03T23:50:00,a071,workload,True,True,True,False,delete_attempt
2026-01-20T21:13:00,a019,workload,True,False,False,False,delete_attempt
2026-01-13T03:56:00,a020,service,True,True,True,False,admin
2026-01-15T19:58:00,a046,service,True,True,True,False,delete_attempt
2026-01-13T21:07:00,a034,service,True,True,False,False,read
2026-01-01T01:27:00,a038,human,False,False,True,False,list
2026-01-02T09:33:00,a018,service,True,True,True,False,delete_attempt
2026-01-02T18:09:00,a069,workload,True,True,True,False,admin
2026-01-17T01:03:00,a025,human,True,True,True,False,delete_attempt
2026-01-03T00:37:00,a071,human,False,True,True,False,write
2026-01-20T20:30:00,a069,human,False,False,True,False,delete_attempt
2026-01-14T22:38:00,a073,service,True,True,False,False,read
2026-01-03T13:01:00,a013,workload,False,False,True,True,write
2026-01-12T19:51:00,a077,service,False,True,True,False,write
2026-01-19T23:08:00,a050,human,True,True,True,True,write
2026-01-02T02:06:00,a033,service,True,True,True,False,write
2026-01-04T23:57:00,a053,human,True,True,True,False,list
2026-01-06T10:07:00,a023,service,True,True,True,False,read
2026-01-08T01:45:00,a023,human,True,True,False,False,read
2026-01-13T06:57:00,a031,human,True,True,True,False,admin
2026-01-04T03:23:00,a071,workload,True,True,True,False,write
2026-01-18T23:14:00,a053,service,False,True,False,False,list
2026-01-14T12:01:00,a071,service,True,False,False,True,read
2026-01-02T11:33:00,a048,workload,False,True,True,False,write
2026-01-08T18:43:00,a040,human,False,True,False,False,write
2026-01-04T02:06:00,a030,service,True,False,False,False,admin
2026-01-09T11:19:00,a047,service,True,True,False,False,write
2026-01-16T09:22:00,a044,human,True,True,True,False,delete_attempt
2026-01-19T13:41:00,a069,service,True,False,True,False,write
2026-01-02T17:53:00,a002,workload,False,False,True,False,list
2026-01-03T09:15:00,a072,workload,True,False,True,False,admin
2026-01-01T21:18:00,a059,human,True,True,True,False,delete_attempt
2026-01-13T08:44:00,a051,human,True,True,True,False,read
2026-01-06T00:00:00,a003,workload,False,True,True,False,write
2026-01-01T08:17:00,a043,human,True,True,True,False,list
2026-01-06T16:56:00,a060,service,True,True,True,False,delete_attempt
2026-01-10T18:37:00,a053,service,True,True,False,False,delete_attempt
2026-01-11T15:47:00,a020,service,True,False,False,False,list
2026-01-13T15:04:00,a030,service,True,True,True,False,read
2026-01-11T21:51:00,a044,service,True,True,False,False,read
2026-01-10T02:56:00,a063,workload,True,False,True,True,list
2026-01-15T13:04:00,a063,workload,True,True,True,False,read
2026-01-07T09:02:00,a010,human,True,False,False,False,delete_attempt
2026-01-10T16:45:00,a013,workload,True,False,True,False,list
2026-01-20T03:22:00,a040,service,True,True,True,False,admin
2026-01-16T04:47:00,a038,human,True,False,False,False,write
2026-01-19T12:56:00,a015,workload,True,True,False,True,delete_attempt
2026-01-11T17:10:00,a043,service,True,False,False,False,read
2026-01-03T11:44:00,a020,workload,False,False,True,False,list
2026-01-15T18:26:00,a079,human,True,True,True,False,admin
2026-01-13T22:49:00,a000,workload,False,True,True,False,list
2026-01-01T12:30:00,a005,human,True,False,True,False,read
2026-01-12T17:42:00,a019,workload,True,True,True,False,read
2026-01-08T11:22:00,a042,human,False,True,False,False,admin
2026-01-08T14:00:00,a007,human,True,True,True,True,delete_attempt
2026-01-11T18:20:00,a006,service,True,True,False,False,admin
2026-01-10T01:31:00,a041,human,True,False,True,False,delete_attempt
2026-01-05T21:40:00,a053,workload,False,False,False,False,admin
2026-01-11T19:57:00,a055,service,True,True,False,False,delete_attempt
2026-01-14T08:10:00,a032,service,True,True,True,False,read
2026-01-04T10:05:00,a078,human,True,True,False,False,list
2026-01-18T10:51:00,a034,service,True,True,True,False,admin
2026-01-06T17:58:00,a024,human,True,True,True,False,write
2026-01-12T08:05:00,a054,service,False,True,False,False,delete_attempt
2026-01-02T01:20:00,a052,human,True,True,True,False,read
2026-01-02T15:47:00,a049,service,True,True,True,False,admin
2026-01-20T21:11:00,a075,workload,False,True,True,True,delete_attempt
2026-01-10T08:09:00,a073,service,True,False,True,False,list
2026-01-05T17:04:00,a057,workload,True,True,True,False,read
2026-01-20T20:31:00,a052,workload,True,True,False,False,delete_attempt
2026-01-16T00:03:00,a058,workload,True,True,False,False,read
2026-01-07T17:47:00,a029,human,True,False,True,False,admin
2026-01-15T20:50:00,a027,workload,True,True,True,False,list
2026-01-17T04:40:00,a072,workload,True,True,False,False,delete_attempt
2026-01-06T00:38:00,a048,workload,True,False,False,False,admin
2026-01-02T04:11:00,a074,human,False,True,True,False,list
2026-01-14T04:09:00,a046,workload,True,True,True,False,read
2026-01-18T03:05:00,a017,service,True,True,False,False,delete_attempt
2026-01-13T00:31:00,a043,workload,True,False,False,False,admin
2026-01-19T08:11:00,a037,workload,True,True,True,False,delete_attempt
2026-01-13T22:59:00,a056,human,False,True,False,False,list
2026-01-16T17:53:00,a069,human,True,False,True,False,list
2026-01-13T05:27:00,a074,service,True,True,True,False,list
2026-01-06T16:23:00,a078,human,True,True,True,False,write
2026-01-01T11:25:00,a033,workload,True,True,True,False,list
2026-01-15T05:09:00,a027,service,True,True,False,False,admin
2026-01-01T15:05:00,a040,workload,False,False,True,False,list
2026-01-13T11:42:00,a028,human,True,True,True,False,admin
2026-01-04T23:54:00,a055,human,False,True,True,False,list
2026-01-18T12:27:00,a027,workload,False,True,True,False,read
2026-01-18T10:41:00,a008,service,True,True,True,True,list
2026-01-14T15:44:00,a062,service,False,True,True,True,delete_attempt
2026-01-13T14:24:00,a022,workload,True,True,True,True,list
2026-01-13T18:33:00,a028,human,True,True,True,False,list
2026-01-01T08:51:00,a001,workload,True,True,True,False,read
2026-01-16T09:57:00,a060,service,True,True,False,False,admin
2026-01-06T13:21:00,a064,workload,False,True,True,False,delete_attempt
2026-01-18T22:40:00,a068,human,True,True,True,False,read
2026-01-11T09:09:00,a079,workload,True,True,False,False,admin
2026-01-17T22:37:00,a047,workload,True,True,True,False,write
2026-01-03T11:48:00,a009,human,True,True,True,False,read
2026-01-12T18:14:00,a037,workload,False,True,False,True,write
2026-01-17T06:24:00,a049,service,False,True,False,False,delete_attempt
2026-01-14T11:15:00,a069,human,True,True,True,False,admin
2026-01-11T04:06:00,a027,service,True,True,True,False,read
2026-01-06T00:09:00,a001,service,True,True,True,False,list
2026-01-13T17:09:00,a022,service,True,True,True,False,write
2026-01-02T07:14:00,a021,workload,True,False,True,False,read
2026-01-11T18:38:00,a020,service,False,True,True,False,write
2026-01-15T10:51:00,a040,human,True,False,True,False,admin
2026-01-09T19:43:00,a032,service,True,True,True,True,delete_attempt
2026-01-07T03:42:00,a035,human,True,True,True,False,list
2026-01-15T10:01:00,a015,service,True,True,False,False,read
2026-01-10T08:07:00,a007,workload,True,True,True,False,list
2026-01-09T10:45:00,a077,service,True,True,True,False,write
2026-01-12T09:11:00,a026,human,True,True,True,False,write
2026-01-17T11:44:00,a062,human,True,False,True,False,admin
2026-01-20T04:56:00,a028,workload,True,True,False,False,read
2026-01-19T18:42:00,a044,human,True,True,True,True,admin
2026-01-02T23:14:00,a018,service,True,False,True,False,read
2026-01-03T13:28:00,a075,human,True,True,True,False,delete_attempt
2026-01-02T14:34:00,a021,human,False,False,True,False,delete_attempt
2026-01-09T19:54:00,a012,human,True,True,True,False,list
2026-01-10T14:54:00,a001,service,False,True,True,False,write
2026-01-19T04:55:00,a049,service,False,False,True,False,list
2026-01-07T18:10:00,a036,workload,True,False,True,False,write
2026-01-20T16:29:00,a050,workload,False,True,False,False,list
2026-01-14T18:39:00,a075,service,False,False,True,False,write
2026-01-15T22:10:00,a061,workload,False,True,True,False,write
2026-01-10T21:11:00,a007,service,True,True,False,False,list
2026-01-16T04:45:00,a057,human,True,True,True,False,list
2026-01-09T15:42:00,a025,service,True,True,True,False,list
2026-01-11T16:11:00,a035,service,True,True,False,False,admin
2026-01-17T10:38:00,a022,workload,False,False,True,False,admin
2026-01-08T02:47:00,a030,service,True,True,True,False,write
2026-01-15T00:44:00,a016,service,True,True,True,False,write
2026-01-16T07:42:00,a073,service,True,True,True,False,write
2026-01-16T09:24:00,a058,workload,True,True,False,False,read
2026-01-15T14:24:00,a007,service,True,True,True,False,read
2026-01-13T02:17:00,a020,workload,True,True,False,False,read
2026-01-16T06:34:00,a047,service,True,False,True,False,read
2026-01-08T10:25:00,a069,workload,True,True,True,False,admin
2026-01-20T09:22:00,a060,workload,True,False,True,False,delete_attempt
2026-01-09T04:17:00,a016,service,True,True,False,False,read
2026-01-14T20:18:00,a058,service,True,True,False,False,admin
2026-01-20T10:49:00,a061,workload,True,True,False,False,write
2026-01-04T09:27:00,a056,service,True,True,False,False,list
2026-01-09T08:54:00,a039,workload,False,True,True,False,admin
2026-01-04T00:14:00,a018,human,True,False,False,True,write
2026-01-08T13:47:00,a027,workload,True,False,True,True,write
2026-01-18T18:06:00,a054,human,True,True,True,False,write
2026-01-14T17:32:00,a005,human,True,True,False,False,read
2026-01-04T13:53:00,a053,workload,True,True,False,False,read
2026-01-06T10:18:00,a064,human,False,True,True,False,write
2026-01-12T18:20:00,a070,workload,False,True,True,False,admin
2026-01-11T13:09:00,a028,human,True,True,True,False,admin
2026-01-09T07:05:00,a062,human,True,True,False,False,write
2026-01-16T23:44:00,a011,service,True,True,False,False,admin
2026-01-06T09:04:00,a052,service,False,False,False,False,list
2026-01-11T14:17:00,a045,workload,True,True,True,False,list
2026-01-16T12:13:00,a049,service,True,True,True,False,write
2026-01-14T11:06:00,a038,workload,True,True,False,False,read
2026-01-06T19:03:00,a068,workload,True,False,True,False,write
2026-01-10T15:51:00,a037,workload,True,True,True,False,list
2026-01-05T08:35:00,a063,human,True,True,False,False,read
2026-01-11T07:33:00,a030,workload,True,True,True,False,list
2026-01-04T00:47:00,a033,workload,True,True,True,False,list
2026-01-05T00:15:00,a011,service,True,True,True,False,list
2026-01-14T03:38:00,a040,workload,False,False,False,False,admin
2026-01-18T16:45:00,a016,workload,True,True,True,False,delete_attempt
2026-01-13T23:09:00,a077,workload,True,True,True,False,list
2026-01-10T23:45:00,a014,human,True,True,True,False,list
2026-01-20T05:48:00,a013,workload,False,True,True,False,write
2026-01-08T22:03:00,a008,workload,True,True,False,False,list
2026-01-15T21:19:00,a066,human,True,True,True,False,delete_attempt
2026-01-14T13:42:00,a017,human,True,True,True,False,write
2026-01-15T06:13:00,a048,human,True,True,True,False,admin
2026-01-05T17:56:00,a074,service,True,True,True,False,read
2026-01-20T04:12:00,a060,human,False,True,True,False,delete_attempt
2026-01-10T22:40:00,a044,workload,True,True,False,False,list
2026-01-16T21:02:00,a072,human,True,True,True,False,delete_attempt
2026-01-10T16:31:00,a010,service,False,False,True,False,list
2026-01-08T01:54:00,a014,human,True,True,True,False,write
2026-01-08T18:20:00,a013,human,True,True,True,False,read
2026-01-05T07:11:00,a025,workload,True,True,False,False,admin
2026-01-09T01:55:00,a062,human,True,False,True,False,list
2026-01-08T19:26:00,a076,service,False,True,False,False,write
2026-01-11T10:39:00,a015,workload,False,True,True,False,read
2026-01-20T16:37:00,a053,service,True,True,False,False,admin
2026-01-14T13:00:00,a009,workload,True,True,False,False,write
2026-01-02T10:25:00,a063,human,True,True,True,False,delete_attempt
2026-01-09T09:35:00,a037,human,True,True,True,False,read
2026-01-15T04:00:00,a034,human,True,True,True,False,admin
2026-01-01T10:40:00,a076,service,False,True,True,False,read
2026-01-03T07:24:00,a053,workload,False,True,True,False,list
2026-01-09T21:13:00,a064,service,False,True,True,False,delete_attempt
2026-01-20T00:44:00,a074,service,True,False,False,False,delete_attempt
2026-01-14T14:47:00,a068,service,False,True,True,False,delete_attempt
2026-01-13T19:29:00,a021,workload,True,True,True,False,list
2026-01-01T03:50:00,a055,workload,True,True,False,False,list
2026-01-10T07:34:00,a010,service,True,False,True,False,read
2026-01-11T01:27:00,a004,workload,True,True,True,False,admin
2026-01-19T08:32:00,a015,workload,True,True,True,False,admin
2026-01-12T17:16:00,a052,workload,True,True,True,True,delete_attempt
2026-01-17T02:28:00,a029,human,True,False,True,False,list
2026-01-15T20:38:00,a039,human,True,False,False,False,read
2026-01-03T06:27:00,a030,human,True,True,False,False,admin
2026-01-17T07:22:00,a035,service,True,True,False,False,list
2026-01-14T17:05:00,a067,service,True,True,True,False,write
2026-01-06T03:35:00,a022,service,False,False,False,False,list
2026-01-16T11:40:00,a072,human,False,False,False,True,admin
2026-01-12T15:33:00,a007,service,False,True,True,False,write
2026-01-16T18:50:00,a040,workload,True,True,True,False,admin
2026-01-05T16:01:00,a059,human,True,True,True,False,read
2026-01-06T13:43:00,a050,human,True,False,False,False,write
2026-01-16T05:58:00,a002,service,True,True,True,False,list
2026-01-08T22:30:00,a009,service,False,False,True,True,admin
2026-01-12T00:48:00,a077,human,False,False,False,False,read
2026-01-14T23:30:00,a076,service,True,False,True,False,read
2026-01-15T05:10:00,a041,workload,False,True,False,False,write
2026-01-15T10:16:00,a059,workload,True,True,False,True,delete_attempt
2026-01-08T04:45:00,a050,workload,True,False,True,False,read
2026-01-14T14:35:00,a011,service,True,False,True,False,write
2026-01-13T01:53:00,a073,workload,True,True,True,False,list
2026-01-12T02:44:00,a043,service,True,True,True,False,list
2026-01-04T00:49:00,a076,workload,True,True,True,False,delete_attempt
2026-01-04T14:11:00,a078,service,True,True,True,False,list
2026-01-07T02:47:00,a065,human,False,True,True,False,list
2026-01-05T23:07:00,a012,human,True,True,True,False,delete_attempt
2026-01-17T23:10:00,a026,service,True,False,True,False,read
2026-01-03T06:09:00,a061,service,False,True,False,False,read
2026-01-02T09:09:00,a016,service,True,True,True,False,read
2026-01-01T02:17:00,a067,workload,True,True,False,False,list
2026-01-03T20:48:00,a074,workload,True,False,False,False,list
2026-01-02T22:46:00,a044,workload,True,True,True,False,delete_attempt
2026-01-02T10:04:00,a062,workload,True,True,True,False,list
2026-01-06T07:24:00,a034,human,True,True,True,False,admin
2026-01-09T08:59:00,a052,service,False,True,False,False,read
2026-01-01T16:09:00,a059,workload,True,False,True,False,write
2026-01-16T15:16:00,a041,service,True,True,True,False,read
2026-01-13T07:30:00,a027,workload,True,True,False,True,list
2026-01-01T01:21:00,a005,workload,False,False,True,False,write
2026-01-20T09:55:00,a078,service,True,True,True,False,read
2026-01-11T00:25:00,a033,human,True,True,False,True,delete_attempt
2026-01-13T05:03:00,a048,human,True,False,True,False,write
2026-01-11T23:07:00,a015,workload,True,False,True,False,read
2026-01-03T17:53:00,a067,human,False,False,False,False,write
2026-01-02T10:15:00,a021,service,True,True,False,False,admin
2026-01-08T21:10:00,a010,service,False,True,False,True,list
2026-01-01T13:09:00,a017,service,True,False,False,False,delete_attempt
2026-01-11T06:33:00,a038,human,True,True,True,False,admin
2026-01-19T23:57:00,a023,workload,False,False,True,False,read
2026-01-18T09:26:00,a056,workload,True,False,True,False,list
2026-01-18T12:01:00,a024,workload,True,True,False,False,delete_attempt
2026-01-15T02:27:00,a064,human,True,True,True,False,admin
2026-01-19T14:39:00,a061,human,True,False,True,False,read
2026-01-13T23:11:00,a015,service,True,True,True,True,read
2026-01-02T19:18:00,a065,service,True,True,False,False,admin
2026-01-16T11:36:00,a070,human,False,False,True,False,delete_attempt
2026-01-02T02:14:00,a069,human,True,True,False,False,delete_attempt
2026-01-06T21:42:00,a008,human,True,True,True,False,write
2026-01-05T15:51:00,a060,human,True,True,False,False,write
2026-01-08T23:40:00,a001,service,True,True,True,False,delete_attempt
2026-01-17T13:34:00,a035,service,True,True,True,False,write
2026-01-08T20:48:00,a070,human,False,True,True,False,list
2026-01-18T13:11:00,a014,human,True,True,True,False,write
2026-01-07T05:05:00,a059,human,True,False,False,False,write
2026-01-14T05:06:00,a077,human,True,True,True,False,delete_attempt
2026-01-06T14:56:00,a036,service,True,True,False,False,write
2026-01-03T16:05:00,a046,workload,True,False,True,False,delete_attempt
2026-01-16T10:21:00,a004,human,True,True,True,False,admin
2026-01-03T10:07:00,a039,workload,True,True,False,False,delete_attempt
